query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_01223,224308.BSU19220,0.0,1163.0,"COG0514@1|root,COG0514@2|Bacteria,1TPN5@1239|Firmicutes,4H9QP@91061|Bacilli,1ZC4U@1386|Bacillus",2|Bacteria,L,DNA helicase,recQ,"GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009295,GO:0009378,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363",3.6.4.12,ko:K03654,"ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,HRDC,HTH_40,Helicase_C,RQC,RecQ_Zn_bind","GO:0006950,GO:0006974,GO:0006281,GO:0033554",General Stress,Stress Response
OGCDPPDJ_01279,224308.BSU18790,5.08e-149,419.0,"COG0693@1|root,COG0693@2|Bacteria,1TPJK@1239|Firmicutes,4HGTS@91061|Bacilli,1ZCPK@1386|Bacillus",2|Bacteria,S,DJ-1/PfpI family,yoaZ,"GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1990748","1.11.1.6,3.5.1.124","ko:K03781,ko:K05520","ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,DJ-1_PfpI,"GO:0006950,GO:0006979",General Stress,Stress Response
OGCDPPDJ_01342,224308.BSU18260,3.76e-268,734.0,"COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,4HAWZ@91061|Bacilli,1ZCGC@1386|Bacillus",2|Bacteria,I,acyl-CoA dehydrogenase,yngJ,"GO:0000062,GO:0000166,GO:0003674,GO:0003824,GO:0003995,GO:0004085,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005759,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009605,GO:0009719,GO:0009725,GO:0009987,GO:0009991,GO:0010033,GO:0014070,GO:0016020,GO:0016042,GO:0016043,GO:0016054,GO:0016491,GO:0016627,GO:0017076,GO:0019395,GO:0019605,GO:0019626,GO:0019752,GO:0022607,GO:0030258,GO:0030554,GO:0031090,GO:0031667,GO:0031960,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033218,GO:0033539,GO:0033993,GO:0034440,GO:0036094,GO:0042221,GO:0042594,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046359,GO:0046395,GO:0046459,GO:0048037,GO:0048545,GO:0050660,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051384,GO:0052890,GO:0055114,GO:0065003,GO:0070013,GO:0071704,GO:0071840,GO:0072329,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901567,GO:1901575,GO:1901681","1.3.8.1,1.3.99.12","ko:K00248,ko:K11410,ko:K18244","ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212",-,"R01175,R01178,R02661,R03172,R04751","RC00052,RC00068,RC00076,RC00120,RC00148","ko00000,ko00001,ko01000",-,-,-,"Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,ETF_alpha,Rubredoxin","GO:0006950,GO:0042594",General Stress,Stress Response
OGCDPPDJ_01374,224308.BSU17970,1.94e-83,246.0,"COG0071@1|root,COG0071@2|Bacteria,1UB14@1239|Firmicutes,4IME0@91061|Bacilli,1ZJX9@1386|Bacillus",2|Bacteria,O,Spore coat protein,hspX,"GO:0001666,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009266,GO:0009267,GO:0009408,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0009991,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016310,GO:0019538,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0036293,GO:0036294,GO:0040007,GO:0040008,GO:0042221,GO:0042594,GO:0043170,GO:0043207,GO:0043412,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044121,GO:0044183,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045926,GO:0046777,GO:0048519,GO:0050789,GO:0050896,GO:0051409,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0065007,GO:0070482,GO:0070887,GO:0071453,GO:0071456,GO:0071496,GO:0071704,GO:0071944,GO:0075136,GO:1901564",-,"ko:K06335,ko:K13993","ko04141,map04141",-,-,-,"ko00000,ko00001,ko03110",-,-,-,HSP20,"GO:0006950,GO:0042594,GO:0071456,GO:0001666,GO:0009267,GO:0036294,GO:0051409,GO:0033554,GO:0071453,GO:0009408,GO:0006457",General Stress,Stress Response
OGCDPPDJ_01385,224308.BSU17860,8.5e-65,197.0,"COG1388@1|root,COG1388@2|Bacteria,1VK5T@1239|Firmicutes,4HRE2@91061|Bacilli,1ZH8B@1386|Bacillus",2|Bacteria,D,"Inhibits cell division during the SOS response. Affects a later stage of the cell division protein assembly, after the assembly of the Z ring, by probably suppressing recruitment of FtsL and or DivIC to the division machinery",yneA,"GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0031668,GO:0033554,GO:0050896,GO:0051716,GO:0071496",-,ko:K06194,-,-,-,-,ko00000,1.A.34.1.2,-,-,"LysM,OapA,Peptidase_M23","GO:0006950,GO:0006974,GO:0033554,GO:0009432",General Stress,Stress Response
OGCDPPDJ_01386,224308.BSU17850,7.22e-142,400.0,"COG1974@1|root,COG1974@2|Bacteria,1TQ3H@1239|Firmicutes,4HBHA@91061|Bacilli,1ZBMU@1386|Bacillus",2|Bacteria,K,"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair",lexA,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032991,GO:0032993,GO:0033554,GO:0043565,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141",3.4.21.88,ko:K01356,-,M00729,-,-,"ko00000,ko00002,ko01000,ko01002,ko03400",-,-,-,"LexA_DNA_bind,Peptidase_S24","GO:0006950,GO:0006974,GO:0033554,GO:0009432",General Stress,Stress Response
OGCDPPDJ_01387,224308.BSU17840,3.01e-102,295.0,"COG0346@1|root,COG0346@2|Bacteria,1V422@1239|Firmicutes,4HH25@91061|Bacilli,1ZG9A@1386|Bacillus",2|Bacteria,H,Metallothiol transferase which confers resistance to fosfomycin by catalyzing the addition of a thiol cofactor to fosfomycin. L-cysteine is probably the physiological thiol donor,fosB,"GO:0003674,GO:0003824,GO:0004364,GO:0008150,GO:0016740,GO:0016765,GO:0042221,GO:0046677,GO:0050896",2.5.1.18,"ko:K11210,ko:K21252,ko:K21253,ko:K21264,ko:K21265",-,-,-,-,"ko00000,ko01000,ko01504",-,-,-,Glyoxalase,GO:0046677,Antibiotic Response,Stress Response
OGCDPPDJ_01432,224308.BSU31020,3.39e-109,315.0,"COG1585@1|root,COG1585@2|Bacteria,1V4S8@1239|Firmicutes,4HHUI@91061|Bacilli,1ZGPJ@1386|Bacillus",2|Bacteria,OU,Membrane protein implicated in regulation of membrane protease activity,yuaF,"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0044464,GO:0050896,GO:0051716,GO:0071944",-,-,-,-,-,-,-,-,-,-,"DUF1449,NfeD","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_01441,224308.BSU31110,3.3099999999999997e-52,164.0,"COG4682@1|root,COG4682@2|Bacteria,1V29F@1239|Firmicutes,4HMJX@91061|Bacilli,1ZR9T@1386|Bacillus",2|Bacteria,S,yiaA/B two helix domain,yiaA,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033554,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051716,GO:0071944",-,-,-,-,-,-,-,-,-,-,YiaAB,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_01446,224308.BSU31150,1.73e-182,509.0,"COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,4HB0M@91061|Bacilli,1ZD80@1386|Bacillus",2|Bacteria,V,Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin,uppP,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0016311,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0031224,GO:0031226,GO:0042221,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050380,GO:0050896,GO:0071944",3.6.1.27,ko:K06153,"ko00550,map00550",-,R05627,RC00002,"ko00000,ko00001,ko01000,ko01011",-,-,iYL1228.KPN_03461,BacA,GO:0046677,Antibiotic Response,Stress Response
OGCDPPDJ_01510,224308.BSU31750,0.0,941.0,"COG1488@1|root,COG1488@2|Bacteria,1TPDW@1239|Firmicutes,4HAI4@91061|Bacilli,1ZCGY@1386|Bacillus",2|Bacteria,H,Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP,pncB,"GO:0001666,GO:0003674,GO:0003824,GO:0004516,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0016874,GO:0016879,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019365,GO:0019438,GO:0019637,GO:0019674,GO:0034355,GO:0034641,GO:0034654,GO:0036293,GO:0043094,GO:0043173,GO:0043207,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044403,GO:0044419,GO:0044464,GO:0046483,GO:0046496,GO:0047280,GO:0050896,GO:0051186,GO:0051188,GO:0051701,GO:0051704,GO:0051707,GO:0055086,GO:0070482,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0075136,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",6.3.4.21,ko:K00763,"ko00760,ko01100,map00760,map01100",-,R01724,RC00033,"ko00000,ko00001,ko01000",-,-,iYO844.BSU31750,NAPRTase,"GO:0006950,GO:0001666",General Stress,Stress Response
OGCDPPDJ_01598,224308.BSU32620,1.2e-87,257.0,"COG0322@1|root,COG0322@2|Bacteria,1V8E6@1239|Firmicutes,4HJHV@91061|Bacilli,1ZGGU@1386|Bacillus",2|Bacteria,L,COG0322 Nuclease subunit of the excinuclease complex,yurQ,"GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391",2.7.7.7,"ko:K02342,ko:K03703","ko00230,ko00240,ko01100,ko03030,ko03420,ko03430,ko03440,map00230,map00240,map01100,map03030,map03420,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,GIY-YIG,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_01613,224308.BSU32770,2e-73,219.0,"COG0526@1|root,COG0526@2|Bacteria,1VEVR@1239|Firmicutes,4HNM9@91061|Bacilli,1ZIVX@1386|Bacillus",2|Bacteria,CO,Thioredoxin,traF,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",-,"ko:K03671,ko:K12057","ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko02044,ko03110",3.A.7.11.1,-,-,"Thioredoxin,TraF","GO:0006950,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_01781,224308.BSU33910,0.0,1022.0,"COG0696@1|root,COG0696@2|Bacteria,1TPM4@1239|Firmicutes,4HBTQ@91061|Bacilli,1ZAPE@1386|Bacillus",2|Bacteria,G,Catalyzes the interconversion of 2-phosphoglycerate and,gpmI,"GO:0003674,GO:0003824,GO:0004619,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030145,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043167,GO:0043169,GO:0043436,GO:0043937,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046537,GO:0046700,GO:0046872,GO:0046914,GO:0046939,GO:0050789,GO:0050793,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",5.4.2.12,ko:K15633,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003",R01518,RC00536,"ko00000,ko00001,ko00002,ko01000",-,-,"iECSE_1348.ECSE_3895,iJN678.yibO,iJN746.PP_5056","Metalloenzyme,Phosphodiest,iPGM_N","GO:0006950,GO:0006979",General Stress,Stress Response
OGCDPPDJ_01891,224308.BSU34970,1.76e-152,428.0,"COG0546@1|root,COG0546@2|Bacteria,1TPPZ@1239|Firmicutes,4HE7X@91061|Bacilli,1ZB95@1386|Bacillus",2|Bacteria,S,Hydrolyzes pyrophosphate formed during P-Ser-HPr dephosphorylation by HPrK P. Might play a role in controlling the intracellular pyrophosphate pool,ppaX,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008967,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360","3.1.3.18,3.6.1.1","ko:K01091,ko:K06019,ko:K13292","ko00190,ko00630,ko01100,ko01110,ko01130,map00190,map00630,map01100,map01110,map01130",-,R01334,RC00017,"ko00000,ko00001,ko01000",-,-,-,HAD_2,"GO:0006950,GO:0006974,GO:0006281,GO:0033554",General Stress,Stress Response
OGCDPPDJ_01915,224308.BSU35260,3.03e-159,446.0,"COG2884@1|root,COG2884@2|Bacteria,1TP58@1239|Firmicutes,4H9Z2@91061|Bacilli,1ZCAE@1386|Bacillus",2|Bacteria,D,cell division ATP-binding protein FtsE,ftsE,"GO:0000166,GO:0000910,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007049,GO:0008144,GO:0008150,GO:0008356,GO:0009898,GO:0009966,GO:0009987,GO:0010646,GO:0016020,GO:0016043,GO:0017076,GO:0019897,GO:0019898,GO:0022402,GO:0022603,GO:0022607,GO:0023051,GO:0030554,GO:0031234,GO:0032153,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042173,GO:0042221,GO:0043167,GO:0043168,GO:0043937,GO:0043938,GO:0044085,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045595,GO:0045597,GO:0045881,GO:0046677,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051301,GO:0065007,GO:0070297,GO:0071840,GO:0071944,GO:0090529,GO:0097159,GO:0097367,GO:0098552,GO:0098562,GO:1901265,GO:1901363,GO:1902531",-,"ko:K09811,ko:K09812","ko02010,map02010",M00256,-,-,"ko00000,ko00001,ko00002,ko02000,ko03036",3.A.1.140,-,-,ABC_tran,GO:0046677,Antibiotic Response,Stress Response
OGCDPPDJ_01937,224308.BSU35470,0.0,929.0,"COG4098@1|root,COG4098@2|Bacteria,1TPZE@1239|Firmicutes,4HB00@91061|Bacilli,1ZBXC@1386|Bacillus",2|Bacteria,L,COG4098 Superfamily II DNA RNA helicase required for DNA uptake (late competence protein),comFA,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",-,ko:K02240,-,M00429,-,-,"ko00000,ko00002,ko02044",3.A.11.1,-,-,"DEAD,Helicase_C,ResIII","GO:0006950,GO:0006281,GO:0033554,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_02117,224308.BSU37100,2.2600000000000002e-303,828.0,"COG0766@1|root,COG0766@2|Bacteria,1TPAU@1239|Firmicutes,4H9KI@91061|Bacilli,1ZASB@1386|Bacillus",2|Bacteria,M,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008760,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016765,GO:0030203,GO:0034645,GO:0042221,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0070589,GO:0070887,GO:0071236,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",2.5.1.7,ko:K00790,"ko00520,ko00550,ko01100,map00520,map00550,map01100",-,R00660,RC00350,"ko00000,ko00001,ko01000,ko01011",-,-,iYO844.BSU37100,EPSP_synthase,"GO:0071236,GO:0046677",Antibiotic Response,Stress Response
OGCDPPDJ_02133,224308.BSU37260,1.9500000000000002e-122,350.0,"COG2180@1|root,COG2180@2|Bacteria,1V4I4@1239|Firmicutes,4HHY3@91061|Bacilli,1ZHHD@1386|Bacillus",2|Bacteria,C,nitrate reductase,narJ,"GO:0001666,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009628,GO:0009987,GO:0016043,GO:0016530,GO:0022607,GO:0034622,GO:0036293,GO:0042126,GO:0042128,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0050896,GO:0051131,GO:0065003,GO:0070482,GO:0071704,GO:0071840,GO:0071941,GO:0140104,GO:2001057",1.7.5.1,"ko:K00370,ko:K00373,ko:K17052","ko00910,ko01120,ko02020,map00910,map01120,map02020","M00529,M00530,M00804","R00798,R01106,R09497",RC02812,"ko00000,ko00001,ko00002,ko01000,ko02000","5.A.3.1,5.A.3.8",-,"iE2348C_1286.E2348C_1350,iECABU_c1320.ECABU_c15020,iECIAI1_1343.ECIAI1_1469,iECO103_1326.ECO103_1331,iECO111_1330.ECO111_1557,iECW_1372.ECW_m1594,iEKO11_1354.EKO11_2354,iLF82_1304.LF82_1462,iNRG857_1313.NRG857_06280,iSSON_1240.SSON_1659,iWFL_1372.ECW_m1594,iYO844.BSU37260,ic_1306.c1687",Nitrate_red_del,"GO:0006950,GO:0001666",General Stress,Stress Response
OGCDPPDJ_02134,224308.BSU37270,0.0,1023.0,"COG1140@1|root,COG1140@2|Bacteria,1TRGG@1239|Firmicutes,4HAR2@91061|Bacilli,1ZCJ2@1386|Bacillus",2|Bacteria,C,"Nitrate reductase, beta",narH,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006082,GO:0006091,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008940,GO:0009055,GO:0009061,GO:0009325,GO:0009898,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016661,GO:0019645,GO:0022900,GO:0022904,GO:0031224,GO:0031226,GO:0031235,GO:0032991,GO:0033554,GO:0042126,GO:0043436,GO:0044237,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0044799,GO:0045333,GO:0048037,GO:0050896,GO:0051536,GO:0051538,GO:0051539,GO:0051540,GO:0051716,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0098552,GO:0098562,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204,GO:2001057",1.7.5.1,"ko:K00371,ko:K17051","ko00910,ko01120,ko02020,map00910,map01120,map02020","M00529,M00530,M00804","R00798,R01106,R09497",RC02812,"ko00000,ko00001,ko00002,ko01000,ko02000","5.A.3.1,5.A.3.8",-,"iAF987.Gmet_1021,iEcE24377_1341.EcE24377A_1376,iEcolC_1368.EcolC_2189","Fer4_11,Nitr_red_bet_C","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
