locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAMPPICK_02382	CDS	189				hypothetical protein
FAMPPICK_02383	CDS	372	yppE			putative protein YppE
FAMPPICK_02384	CDS	246				hypothetical protein
FAMPPICK_02385	CDS	105	sspM			Small, acid-soluble spore protein M
FAMPPICK_02386	CDS	963				hypothetical protein
FAMPPICK_02387	CDS	621	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
FAMPPICK_02388	CDS	2745	ponA		COG0744	Penicillin-binding protein 1A/1B
FAMPPICK_02389	CDS	495	ypoC			putative protein YpoC
FAMPPICK_02390	CDS	660	nth	4.2.99.18	COG0177	Endonuclease III
FAMPPICK_02391	CDS	699	dnaD		COG3935	DNA replication protein DnaD
FAMPPICK_02392	CDS	1296	asnS	6.1.1.22		Asparagine--tRNA ligase
FAMPPICK_02393	CDS	1182		2.6.1.1		Aspartate aminotransferase
FAMPPICK_02394	CDS	486	ypmB		COG5353	putative protein YpmB
FAMPPICK_02395	CDS	171				hypothetical protein
FAMPPICK_02396	CDS	2796	dinG_2	3.1.-.-		3'-5' exonuclease DinG
FAMPPICK_02397	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FAMPPICK_02398	CDS	861	panC	6.3.2.1		Pantothenate synthetase
FAMPPICK_02399	CDS	834	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
FAMPPICK_02400	CDS	978	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FAMPPICK_02401	CDS	1194	cca	2.7.7.72		CCA-adding enzyme
FAMPPICK_02402	CDS	1134	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
FAMPPICK_02403	CDS	711	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
FAMPPICK_02404	CDS	414	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
FAMPPICK_02405	CDS	804	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FAMPPICK_02406	CDS	336	ypjD		COG1694	putative protein YpjD
FAMPPICK_02407	CDS	873				hypothetical protein
FAMPPICK_02408	CDS	795				hypothetical protein
FAMPPICK_02409	CDS	594				hypothetical protein
FAMPPICK_02410	CDS	768	petD			Cytochrome b6-f complex subunit 4
FAMPPICK_02411	CDS	675	qcrB		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
FAMPPICK_02412	CDS	504	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
FAMPPICK_02413	CDS	447				hypothetical protein
FAMPPICK_02414	CDS	540				hypothetical protein
FAMPPICK_02415	CDS	1272	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
FAMPPICK_02416	CDS	1287	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
FAMPPICK_02417	CDS	1116				hypothetical protein
FAMPPICK_02418	CDS	1083	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
FAMPPICK_02419	CDS	804	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FAMPPICK_02420	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
FAMPPICK_02421	CDS	648	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
FAMPPICK_02422	CDS	753	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
FAMPPICK_02423	CDS	1017	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FAMPPICK_02424	CDS	1548	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
FAMPPICK_02425	CDS	384	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
FAMPPICK_02426	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FAMPPICK_02427	CDS	1173	aroC	4.2.3.5	COG0082	Chorismate synthase
FAMPPICK_02428	CDS	771	cheR	2.1.1.80		Chemotaxis protein methyltransferase
FAMPPICK_02429	CDS	447	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
FAMPPICK_02430	CDS	1047	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
FAMPPICK_02431	CDS	702	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
FAMPPICK_02432	CDS	765	hepS	2.5.1.30		Heptaprenyl diphosphate synthase component 1
FAMPPICK_02433	CDS	228	mtrB			Transcription attenuation protein MtrB
FAMPPICK_02434	CDS	573	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FAMPPICK_02435	CDS	279	hupA		COG0776	DNA-binding protein HU 1
FAMPPICK_02436	CDS	1479	spoIVA	3.6.1.3		Stage IV sporulation protein A
FAMPPICK_02437	CDS	735				hypothetical protein
FAMPPICK_02438	CDS	204				hypothetical protein
FAMPPICK_02439	CDS	1038	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FAMPPICK_02440	CDS	1311	der_2		COG1160	GTPase Der
FAMPPICK_02441	CDS	195				hypothetical protein
FAMPPICK_02442	CDS	894				hypothetical protein
FAMPPICK_02443	CDS	600				hypothetical protein
FAMPPICK_02444	CDS	132				hypothetical protein
FAMPPICK_02445	CDS	1050	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
FAMPPICK_02446	CDS	1149	ypfD		COG0539	30S ribosomal protein S1 
FAMPPICK_02447	CDS	675	cmk	2.7.4.25	COG0283	Cytidylate kinase
FAMPPICK_02448	CDS	177				hypothetical protein
FAMPPICK_02449	CDS	654	ypfA		COG5581	putative protein YpfA
FAMPPICK_02450	CDS	1353	ypeB			Sporulation protein YpeB
FAMPPICK_02451	CDS	918	sleB		COG3409	Spore cortex-lytic enzyme
FAMPPICK_02452	CDS	657	prsW	3.4.-.-	COG2339	Protease PrsW
FAMPPICK_02453	CDS	975		1.18.1.2	COG0492	Ferredoxin--NADP reductase
FAMPPICK_02454	CDS	1275	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
FAMPPICK_02455	CDS	585	mecB		COG4862	Adapter protein MecA 2
FAMPPICK_02456	CDS	780	ypbG_2		COG1408	putative protein YpbG
FAMPPICK_02457	CDS	444				hypothetical protein
FAMPPICK_02458	CDS	723				hypothetical protein
FAMPPICK_02459	CDS	603				hypothetical protein
FAMPPICK_02460	CDS	1491	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
FAMPPICK_02461	CDS	1059				hypothetical protein
FAMPPICK_02462	CDS	249	fer		COG1141	Ferredoxin
FAMPPICK_02463	CDS	573	fmnP		COG3601	Riboflavin transporter FmnP
FAMPPICK_02464	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
FAMPPICK_02465	CDS	768	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
FAMPPICK_02466	CDS	1104	rsiX			Anti-sigma-X factor RsiX
FAMPPICK_02467	CDS	585	sigX		COG1595	ECF RNA polymerase sigma factor SigX
FAMPPICK_02468	CDS	1770	resE	2.7.13.3		Sensor histidine kinase ResE
FAMPPICK_02469	CDS	723	srrA_2		COG0745	Transcriptional regulatory protein SrrA
FAMPPICK_02470	CDS	1176	ccsA_1			Cytochrome c biogenesis protein CcsA
FAMPPICK_02471	CDS	1629	ccsB			Cytochrome c biogenesis protein CcsB
FAMPPICK_02472	CDS	540	resA_2			Thiol-disulfide oxidoreductase ResA
FAMPPICK_02473	CDS	735	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FAMPPICK_02474	CDS	537	spmB			Spore maturation protein B
FAMPPICK_02475	CDS	591	spmA		COG2715	Spore maturation protein A
FAMPPICK_02476	CDS	1149	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
FAMPPICK_02477	CDS	540				hypothetical protein
FAMPPICK_02478	CDS	594	scpB		COG1386	Segregation and condensation protein B
FAMPPICK_02479	CDS	786	scpA		COG1354	Segregation and condensation protein A
FAMPPICK_02480	CDS	471				hypothetical protein
FAMPPICK_02481	CDS	375	ribT	2.3.1.-		Protein RibT
FAMPPICK_02482	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
FAMPPICK_02483	CDS	1197	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
FAMPPICK_02484	CDS	648	ribE	2.5.1.9	COG0307	Riboflavin synthase
FAMPPICK_02485	CDS	1086	ribD		COG0117	Riboflavin biosynthesis protein RibD
FAMPPICK_02486	CDS	345				hypothetical protein
FAMPPICK_02487	CDS	555	sipS	3.4.21.89	COG0681	Signal peptidase I S
FAMPPICK_02488	CDS	207				hypothetical protein
FAMPPICK_02489	CDS	390				hypothetical protein
FAMPPICK_02490	CDS	204				hypothetical protein
FAMPPICK_02491	CDS	213				hypothetical protein
FAMPPICK_02492	CDS	432	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FAMPPICK_02493	CDS	873	ypuA		COG4086	putative protein YpuA
FAMPPICK_02494	CDS	1326	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FAMPPICK_02495	CDS	1482	gerXA			Spore germination protein XA
FAMPPICK_02496	CDS	612				hypothetical protein
FAMPPICK_02497	CDS	351				hypothetical protein
FAMPPICK_02498	CDS	1017	spoVAD			Stage V sporulation protein AD
FAMPPICK_02499	CDS	453				hypothetical protein
FAMPPICK_02500	CDS	426				hypothetical protein
FAMPPICK_02501	CDS	621				hypothetical protein
FAMPPICK_02502	CDS	768	sigF		COG1191	RNA polymerase sigma-F factor
FAMPPICK_02503	CDS	441	spoIIAB	2.7.11.1	COG2172	Anti-sigma F factor
FAMPPICK_02504	CDS	354	spoIIAA		COG1366	Anti-sigma F factor antagonist
FAMPPICK_02505	CDS	1170	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
FAMPPICK_02506	CDS	816	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
FAMPPICK_02507	CDS	1185	deoB	5.4.2.7	COG1015	Phosphopentomutase
FAMPPICK_02508	CDS	891	xerD			Tyrosine recombinase XerD
FAMPPICK_02509	CDS	228				hypothetical protein
FAMPPICK_02510	CDS	450	fur		COG0735	Ferric uptake regulation protein
FAMPPICK_02511	CDS	645	spoIIM		COG1300	Stage II sporulation protein M
FAMPPICK_02512	CDS	216				hypothetical protein
FAMPPICK_02513	CDS	1320		1.1.1.38		NAD-dependent malic enzyme
FAMPPICK_02514	CDS	1407	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
FAMPPICK_02515	CDS	1428	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
FAMPPICK_02516	CDS	990	ansA	3.5.1.1	COG0252	L-asparaginase 1
FAMPPICK_02517	CDS	351				hypothetical protein
FAMPPICK_02518	CDS	1164				hypothetical protein
FAMPPICK_02519	CDS	558	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FAMPPICK_02520	CDS	123	mciZ			Cell division inhibitor MciZ
FAMPPICK_02521	CDS	921	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
FAMPPICK_02522	CDS	348				hypothetical protein
FAMPPICK_02523	CDS	918				hypothetical protein
FAMPPICK_02524	CDS	240				hypothetical protein
FAMPPICK_02525	CDS	324				hypothetical protein
FAMPPICK_02526	CDS	1032				hypothetical protein
FAMPPICK_02527	CDS	342	yqjZ		COG2329	putative protein YqjZ
FAMPPICK_02528	CDS	471	yqjY			putative protein YqjY
FAMPPICK_02529	CDS	339				hypothetical protein
FAMPPICK_02530	CDS	1236	dinB_3	2.7.7.7		DNA polymerase IV
FAMPPICK_02531	CDS	207				hypothetical protein
FAMPPICK_02532	CDS	1233	mdrP_2			Na(+), Li(+), K(+)/H(+) antiporter
FAMPPICK_02533	CDS	159				hypothetical protein
FAMPPICK_02534	CDS	387				hypothetical protein
FAMPPICK_02535	CDS	960	coaA	2.7.1.33	COG1072	Pantothenate kinase
FAMPPICK_02536	CDS	1347	dsdA	4.3.1.18	COG3048	D-serine dehydratase
FAMPPICK_02537	CDS	780		1.-.-.-		putative oxidoreductase
FAMPPICK_02538	CDS	960				hypothetical protein
FAMPPICK_02539	CDS	837	proC_3	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
FAMPPICK_02540	CDS	1644	rocB_1		COG4187	Protein RocB
FAMPPICK_02541	CDS	1017	namA	1.6.99.1	COG1902	NADPH dehydrogenase
FAMPPICK_02542	CDS	762	dhaA	3.8.1.5		Haloalkane dehalogenase
FAMPPICK_02543	CDS	924	rnz	3.1.26.11	COG1234	Ribonuclease Z
FAMPPICK_02544	CDS	1470	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FAMPPICK_02545	CDS	1410	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FAMPPICK_02546	CDS	1245	dinB_4	2.7.7.7	COG0389	DNA polymerase IV
FAMPPICK_02547	CDS	282	mifM			Membrane protein insertion and folding monitor
FAMPPICK_02548	CDS	828	misCB		COG0706	Membrane protein insertase MisCB
FAMPPICK_02549	CDS	729				hypothetical protein
FAMPPICK_02550	CDS	1116	pepT_1	3.4.11.4	COG2195	Peptidase T
FAMPPICK_02551	CDS	1530	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FAMPPICK_02552	CDS	423	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
FAMPPICK_02553	CDS	93				hypothetical protein
FAMPPICK_02554	CDS	531				hypothetical protein
FAMPPICK_02555	CDS	969				hypothetical protein
FAMPPICK_02556	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
FAMPPICK_02557	CDS	660	artQ		COG0765	Arginine transport system permease protein ArtQ
FAMPPICK_02558	CDS	768	artP		COG0834	Arginine-binding extracellular protein ArtP
FAMPPICK_02559	CDS	438				hypothetical protein
FAMPPICK_02560	CDS	894	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
FAMPPICK_02561	CDS	1170	tetA_1			Tetracycline resistance protein, class B
FAMPPICK_02562	CDS	837	bmrR		COG0789	Multidrug-efflux transporter 1 regulator
FAMPPICK_02563	CDS	1275	pdhC_3	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FAMPPICK_02564	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FAMPPICK_02565	CDS	993	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
FAMPPICK_02566	CDS	1425	pdhD_3	1.8.1.4		Dihydrolipoyl dehydrogenase
FAMPPICK_02567	CDS	1086	buk2	2.7.2.7	COG3426	Butyrate kinase 2
FAMPPICK_02568	CDS	1095	ldh_2	1.4.1.9	COG0334	Leucine dehydrogenase
FAMPPICK_02569	CDS	900	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
FAMPPICK_02570	CDS	2079	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
FAMPPICK_02571	CDS	237				hypothetical protein
FAMPPICK_02572	CDS	906	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
FAMPPICK_02573	CDS	1419	mmgE	4.2.1.-	COG2079	Citrate/2-methylcitrate dehydratase
FAMPPICK_02574	CDS	1119	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
FAMPPICK_02575	CDS	1140	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FAMPPICK_02576	CDS	864	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
FAMPPICK_02577	CDS	1182	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FAMPPICK_02578	CDS	732	glpQ_3	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FAMPPICK_02579	CDS	615	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
FAMPPICK_02580	CDS	294				hypothetical protein
FAMPPICK_02581	CDS	1149		1.-.-.-		putative oxidoreductase
FAMPPICK_02582	CDS	114				hypothetical protein
FAMPPICK_02583	CDS	804	spo0A		COG0784	Stage 0 sporulation protein A
FAMPPICK_02584	CDS	1281	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
FAMPPICK_02585	CDS	1731	recN		COG0497	DNA repair protein RecN
FAMPPICK_02586	CDS	450	argR		COG1438	Arginine repressor
FAMPPICK_02587	CDS	846	tlyA		COG1189	Hemolysin A
FAMPPICK_02588	CDS	1902	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FAMPPICK_02589	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
FAMPPICK_02590	CDS	255	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FAMPPICK_02591	CDS	1347	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FAMPPICK_02592	CDS	852	folD		COG0190	Bifunctional protein FolD protein
FAMPPICK_02593	CDS	396	nusB			Transcription antitermination protein NusB
FAMPPICK_02594	CDS	408				hypothetical protein
FAMPPICK_02595	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
FAMPPICK_02596	CDS	480	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FAMPPICK_02597	CDS	657	spoIIIAH			Stage III sporulation protein AH
FAMPPICK_02598	CDS	690				hypothetical protein
FAMPPICK_02599	CDS	621	spoIIIAF			Stage III sporulation protein AF
FAMPPICK_02600	CDS	1200	spoIIIAE			Stage III sporulation protein AE
FAMPPICK_02601	CDS	402				hypothetical protein
FAMPPICK_02602	CDS	207				hypothetical protein
FAMPPICK_02603	CDS	516	spoIIIAB			Stage III sporulation protein AB
FAMPPICK_02604	CDS	924				hypothetical protein
FAMPPICK_02605	CDS	282				hypothetical protein
FAMPPICK_02606	CDS	558	efp			Elongation factor P
FAMPPICK_02607	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
FAMPPICK_02608	CDS	447	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
FAMPPICK_02609	CDS	534				hypothetical protein
FAMPPICK_02610	CDS	957				hypothetical protein
FAMPPICK_02611	CDS	396				hypothetical protein
FAMPPICK_02612	CDS	876				hypothetical protein
FAMPPICK_02613	CDS	429	mntR		COG1321	HTH-type transcriptional regulator MntR
FAMPPICK_02614	CDS	837	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
FAMPPICK_02615	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FAMPPICK_02616	CDS	1467	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
FAMPPICK_02617	CDS	1347	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
FAMPPICK_02618	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
FAMPPICK_02619	CDS	1674	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
FAMPPICK_02620	CDS	795				hypothetical protein
FAMPPICK_02621	CDS	174	sinI			Protein SinI
FAMPPICK_02622	CDS	342	sinR		COG1396	HTH-type transcriptional regulator SinR
FAMPPICK_02623	CDS	786	tasA			Major biofilm matrix component
FAMPPICK_02624	CDS	573	sipW	3.4.21.89	COG0681	Signal peptidase I W
FAMPPICK_02625	CDS	762	tapA			TasA anchoring/assembly protein
FAMPPICK_02626	CDS	378	yqzG			putative protein YqzG
FAMPPICK_02627	CDS	180				hypothetical protein
FAMPPICK_02628	CDS	375	comGG			ComG operon protein 7
FAMPPICK_02629	CDS	297				hypothetical protein
FAMPPICK_02630	CDS	348				hypothetical protein
FAMPPICK_02631	CDS	432				hypothetical protein
FAMPPICK_02632	CDS	297	comGC		COG4537	ComG operon protein 3
FAMPPICK_02633	CDS	1038	epsF_1		COG1459	Type II secretion system protein F
FAMPPICK_02634	CDS	1071	comGA		COG2804	ComG operon protein 1
FAMPPICK_02635	CDS	165				hypothetical protein
FAMPPICK_02636	CDS	954	corA_2		COG0598	Magnesium transport protein CorA
FAMPPICK_02637	CDS	1320				hypothetical protein
FAMPPICK_02638	CDS	837	rsbRD_2			RsbT co-antagonist protein RsbRD
FAMPPICK_02639	tRNA	71				tRNA-Gln(ttg)
FAMPPICK_02640	CDS	381	mgsR_1		COG1393	Regulatory protein MgsR
FAMPPICK_02641	CDS	246				hypothetical protein
FAMPPICK_02642	CDS	636		3.-.-.-		putative metallo-hydrolase
FAMPPICK_02643	CDS	174				hypothetical protein
FAMPPICK_02644	CDS	315				hypothetical protein
FAMPPICK_02645	CDS	1056				hypothetical protein
FAMPPICK_02646	CDS	1128		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
FAMPPICK_02647	CDS	1917	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
FAMPPICK_02648	CDS	966	glcK	2.7.1.2	COG1940	Glucokinase
FAMPPICK_02649	CDS	216	yqgQ		COG4483	putative protein YqgQ
FAMPPICK_02650	CDS	1524	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
FAMPPICK_02651	CDS	174				hypothetical protein
FAMPPICK_02652	CDS	564	yqgN		COG0212	putative protein YqgN
FAMPPICK_02653	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
FAMPPICK_02654	CDS	1080	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
FAMPPICK_02655	CDS	471				hypothetical protein
FAMPPICK_02656	CDS	354				hypothetical protein
FAMPPICK_02657	CDS	465	mltG_1	4.2.2.-		Endolytic murein transglycosylase
FAMPPICK_02658	CDS	783	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
FAMPPICK_02659	CDS	810	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
FAMPPICK_02660	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
FAMPPICK_02661	CDS	930				hypothetical protein
FAMPPICK_02662	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
FAMPPICK_02663	CDS	2151	pbpH_2		COG0768	Penicillin-binding protein H
FAMPPICK_02664	CDS	1293				hypothetical protein
FAMPPICK_02665	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FAMPPICK_02666	CDS	483				hypothetical protein
FAMPPICK_02667	CDS	768				hypothetical protein
FAMPPICK_02668	CDS	429	yqgA			Cell wall-binding protein YqgA
FAMPPICK_02669	CDS	300				hypothetical protein
FAMPPICK_02670	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FAMPPICK_02671	CDS	384				hypothetical protein
FAMPPICK_02672	CDS	582		3.1.3.-	COG5663	Nucleotidase
FAMPPICK_02673	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
FAMPPICK_02674	CDS	882				hypothetical protein
FAMPPICK_02675	CDS	255				hypothetical protein
FAMPPICK_02676	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
FAMPPICK_02677	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
FAMPPICK_02678	CDS	744				hypothetical protein
FAMPPICK_02679	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
FAMPPICK_02680	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
FAMPPICK_02681	CDS	651	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
FAMPPICK_02682	CDS	363	cccA		COG2010	Cytochrome c-550
FAMPPICK_02683	CDS	1116	sigA		COG0568	RNA polymerase sigma factor SigA
FAMPPICK_02684	CDS	1812	dnaG	2.7.7.-	COG0358	DNA primase
FAMPPICK_02685	CDS	495				hypothetical protein
FAMPPICK_02686	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
FAMPPICK_02687	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
FAMPPICK_02688	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FAMPPICK_02689	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FAMPPICK_02690	CDS	768	recO		COG1381	DNA repair protein RecO
FAMPPICK_02691	CDS	144				hypothetical protein
FAMPPICK_02692	CDS	906	era		COG1159	GTPase Era
FAMPPICK_02693	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
FAMPPICK_02694	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
FAMPPICK_02695	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
FAMPPICK_02696	CDS	2133	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
FAMPPICK_02697	CDS	99				hypothetical protein
FAMPPICK_02698	CDS	960			COG1702	PhoH-like protein
FAMPPICK_02699	CDS	1197				hypothetical protein
FAMPPICK_02700	CDS	282				hypothetical protein
FAMPPICK_02701	CDS	420				hypothetical protein
FAMPPICK_02702	CDS	996				hypothetical protein
FAMPPICK_02703	CDS	1314				hypothetical protein
FAMPPICK_02704	CDS	447	yqeY		COG1610	putative protein YqeY
FAMPPICK_02705	CDS	174	rpsU		COG0828	30S ribosomal protein S21
FAMPPICK_02706	CDS	975				hypothetical protein
FAMPPICK_02707	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
FAMPPICK_02708	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FAMPPICK_02709	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
FAMPPICK_02710	CDS	1128	dnaJ			Chaperone protein DnaJ
FAMPPICK_02711	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
FAMPPICK_02712	CDS	564	grpE		COG0576	Protein GrpE
FAMPPICK_02713	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
FAMPPICK_02714	CDS	1140	hemW		COG0635	Heme chaperone HemW
FAMPPICK_02715	CDS	1839	lepA	3.6.5.-	COG0481	Elongation factor 4
FAMPPICK_02716	CDS	339				hypothetical protein
FAMPPICK_02717	CDS	1206				hypothetical protein
FAMPPICK_02718	CDS	1107	gpr	3.4.24.78		Germination protease
FAMPPICK_02719	CDS	267	rpsT		COG0268	30S ribosomal protein S20
FAMPPICK_02720	CDS	1044	yqeN		COG1466	putative protein YqeN
FAMPPICK_02721	CDS	135				hypothetical protein
FAMPPICK_02722	CDS	2331	comEC		COG0658	ComE operon protein 3
FAMPPICK_02723	CDS	570	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
FAMPPICK_02724	CDS	618	comEA		COG1555	ComE operon protein 1
FAMPPICK_02725	CDS	822	proC_4	1.5.1.2		Pyrroline-5-carboxylate reductase
FAMPPICK_02726	CDS	744	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FAMPPICK_02727	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
FAMPPICK_02728	CDS	561				hypothetical protein
FAMPPICK_02729	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
FAMPPICK_02730	CDS	291			COG1534	RNA-binding protein
FAMPPICK_02731	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FAMPPICK_02732	CDS	1101	yqeH		COG1161	putative protein YqeH
FAMPPICK_02733	CDS	528				hypothetical protein
FAMPPICK_02734	CDS	93				hypothetical protein
FAMPPICK_02735	CDS	732				hypothetical protein
